pair_id,pred_score,true_label
Q9FHS0:Q9ZQH2,0.8258528113365173,1
Q9LT89:Q8H1R0,0.0009324316051788628,1
Q9LQF2:Q8L850,0.004330430179834366,1
O23063:Q9LYB9,0.17296795547008514,1
Q17TI5:Q9FQ04,0.06690063327550888,1
Q93VH6:Q8L8A7,0.016136271879076958,1
Q9LES3:P42777,0.972930908203125,1
Q5ICL9:F4IDX2,0.0010880919871851802,1
O81313:Q9FUA4,0.7269598245620728,1
Q9ASS4:Q94F62,0.6302703022956848,1
Q9LU68:Q9FFH0,0.026023535057902336,1
Q9LT23:Q5XVH0,0.5662553906440735,1
Q9FIY6:Q9M274,0.10024759918451309,1
Q9M0G7:Q4VP08,0.005742964800447226,1
F4JCN9:Q9C8Z9,0.2672294080257416,1
O82277:Q9SB92,0.0708354040980339,1
Q9M274:A0A178WHR6,0.01442235242575407,1
A0A178UFM8:A0A178V0F6,0.14312784373760223,1
O65154:P33077,0.016068242490291595,1
Q4PSE2:Q9LDT3,0.006797214038670063,1
Q9C9L2:Q9MAI5,0.003625305136665702,1
Q9C9N6:O48724,0.15488828718662262,1
P59467:O22131,0.680989682674408,1
Q9SMP0:Q8VY64,0.18551036715507507,1
Q84MB2:O24410,0.009194525890052319,1
Q9LST3:Q9FX53,0.05815371870994568,1
O80366:Q9ZNV8,0.0012500815792009234,1
Q1PDV2:Q8L3X8,0.9860251545906067,1
Q945M9:Q8L4B2,0.18150581419467926,1
O80992:O04719,0.0036634993739426136,1
Q9SIW1:P46639,0.4704054892063141,1
O49279:O49484,0.241591677069664,1
O23249:P25859,0.3025127351284027,1
O22179:Q38824,0.11739718914031982,1
Q9CAJ0:Q84MC7,0.0016973644960671663,1
Q8LPR5:Q8S307,0.18094725906848907,1
Q945M9:O82239,0.015204331837594509,1
Q9LJX1:Q9C8Z9,0.3042483329772949,1
Q9LT89:Q9FTA2,0.3825317919254303,1
Q84MB2:Q9ZW36,0.03971811756491661,1
Q8H1R0:Q9CAJ0,0.001504165935330093,1
P42753:Q9SJJ5,0.3427041172981262,1
O24410:A0A2H1ZEF6,0.10801632702350616,1
Q9C9L2:O80365,0.003330942941829562,1
Q9ZR12:Q38825,0.038744617253541946,1
Q8LPR5:P93830,0.00961670558899641,1
Q8L7G0:Q9C5X0,0.10617281496524811,1
Q9FMF5:O48963,0.0058591063134372234,1
P33077:P33078,0.8722854852676392,1
Q9M2V2:Q9C995,0.08117105811834335,1
Q9M565:Q9SLG0,0.973719596862793,1
Q38822:Q8H174,0.7298989295959473,1
Q9SZN7:Q9SEZ1,0.0015322231920436025,1
Q9FPW6:Q9SFV2,0.010770532302558422,1
O49160:Q9M4T6,0.6268021464347839,1
Q39237:F4KIX1,0.0185089111328125,1
P27900:Q8W2F1,0.01240301039069891,1
Q38826:Q38829,0.6450192332267761,1
Q9FGB0:Q9XIN0,0.10836094617843628,1
O22286:Q9C9L0,0.38491353392601013,1
Q940G6:Q9LQT8,0.017272576689720154,1
F4K5X6:Q9LSI4,0.02441217191517353,1
Q9LM46:Q7X9I0,0.8536328673362732,1
Q9M128:O64722,0.040250908583402634,1
Q9XF67:Q9SJM3,0.08822794258594513,1
C0SV91:Q9SJU5,0.00200175610370934,1
Q8LAA6:Q84JZ7,0.0008469951571896672,1
Q8L746:Q5ICL9,0.9602861404418945,1
Q9SLH0:O23116,0.9452190399169922,1
O81788:Q9XF92,0.00665197754278779,1
Q38822:Q38828,0.6135337948799133,1
Q8GXA4:Q8GW44,0.011671222746372223,1
Q9LT89:F4K1A8,0.0017246439820155501,1
Q8RYC6:Q8VWG0,0.06830350309610367,1
P25859:O23249,0.3025122880935669,1
Q8GWF1:Q94JM3,0.3846310079097748,1
Q9XGN1:Q9LVI4,0.18415966629981995,1
Q9STV4:Q9LTB8,0.10466837137937546,1
Q9FGP8:Q67XJ2,0.8765325546264648,1
Q9C9L2:Q9C9N3,0.006343017797917128,1
Q8LA53:Q38828,0.005766808055341244,1
Q9C5G0:Q9FDW0,0.04653065651655197,1
P48349:O48963,0.2895353436470032,1
B9DFS6:Q9FG38,0.9880551695823669,1
Q84MB2:Q8VZ40,0.004662127699702978,1
Q9FTA2:Q9LQF0,0.4312644600868225,1
Q9FNY2:Q9FV71,0.9737890362739563,1
Q84WK0:Q5XVH0,0.592827320098877,1
Q9ZR37:Q8GYH7,0.004372950177639723,1
Q9FE22:P43254,0.015845024958252907,1
O04197:Q9LMA8,0.14161324501037598,1
O23184:Q9FL96,0.025717774406075478,1
O49160:Q9C5Z3,0.6649467349052429,1
Q9FFS3:Q9FNP0,0.10768991708755493,1
Q9SIT9:Q9LHG0,0.8909100890159607,1
Q9FMC2:O64722,0.01465984620153904,1
P49677:Q38832,0.8547191619873047,1
Q5CCK4:A0A384L7B9,0.015560760162770748,1
Q9LXD8:O64647,0.03788413479924202,1
Q9SKX1:Q8GY61,0.20896141231060028,1
Q93Z00:Q9LQZ5,0.35255250334739685,1
P24100:Q9LRY0,0.5680824518203735,1
Q38829:Q8LAL2,0.7299200296401978,1
P49598:O22793,0.0017496146028861403,1
Q9XIW0:O81445,0.08470640331506729,1
Q38824:Q9C5X0,0.1661798506975174,1
Q9LZ03:Q9C5V6,0.6205962300300598,1
Q8GXW1:Q9FX36,0.03602432832121849,1
Q8S944:P94077,0.020890457555651665,1
Q9FIW9:Q9FRL5,0.4570038914680481,1
P33078:P33077,0.8722855448722839,1
P24100:Q9LJ45,0.9216575622558594,1
Q8H1G0:Q8GXL7,0.9846760034561157,1
Q9LQR8:Q9XIR8,0.1544952541589737,1
Q8GXT3:Q9SK91,0.8339719772338867,1
O04173:Q9SYZ9,0.9850010275840759,1
Q93VJ4:Q9M0B9,0.10586436837911606,1
Q8W575:Q8W207,0.9647517204284668,1
Q9FMX2:C0SUZ3,0.02790023200213909,1
Q9LKG8:Q9SW63,0.01085706613957882,1
Q9SZJ6:A2RVQ5,0.9894950985908508,1
O23160:Q39021,0.5339128375053406,1
Q9FJV5:O80748,0.013453741557896137,1
Q39262:Q9FTA2,0.012379073537886143,1
Q2HIV3:Q67XQ1,0.002708820626139641,1
Q9FMC8:O64722,0.0028224007692188025,1
Q38845:Q9MAI5,0.1065029427409172,1
O23160:Q9XFH9,0.02062302641570568,1
Q9FTA2:P33077,0.004244036506861448,1
Q39081:O64645,0.9599664807319641,1
O24410:Q38827,0.46358415484428406,1
P33077:P93830,0.8384073376655579,1
Q38822:O24408,0.5781745314598083,1
Q38832:Q9C5X0,0.23252980411052704,1
Q9LV52:Q9S7W5,0.043896641582250595,1
O81002:C0Z2L5,0.9585327506065369,1
Q39016:Q39083,0.0028705864679068327,1
O80438:Q9C9L2,0.002104076324030757,1
Q93Y00:Q9SN74,0.735893189907074,1
Q9FMX2:Q9SLA1,0.00251351878978312,1
Q9LT89:Q9SSM7,0.0008669051458127797,1
Q9SK53:P43254,0.07657118886709213,1
Q4PSE2:Q9C9A9,0.15516729652881622,1
Q9SZJ6:Q8LPR5,0.0171887818723917,1
Q9FMX2:Q9ZVP8,0.03821471706032753,1
Q7XJK8:Q9FKK2,0.8809404373168945,1
Q9SDW0:O22230,0.03869658336043358,1
Q0V7X4:Q9LQ08,0.8645296096801758,1
Q9ASZ1:Q84JG2,0.14143474400043488,1
Q9S7W5:Q8RU59,0.018985634669661522,1
Q9SZF7:Q700D2,0.03360219672322273,1
Q9LKL2:Q9XGN1,0.08705836534500122,1
Q9LXU1:Q9C690,0.2508167028427124,1
Q9SM23:Q9SSA8,0.0036912623327225447,1
Q9MAA7:Q9C8Y3,0.005920646246522665,1
Q9CAJ0:Q8H1R0,0.0015041654696688056,1
Q8W4J8:O49687,0.02234484814107418,1
Q8H181:Q9LXU1,0.010455175302922726,1
B9DGI8:Q9M274,0.27993133664131165,1
Q39011:Q9CAD5,0.7897791266441345,1
Q8L9K1:Q9CAW4,0.017858702689409256,1
A1YKT1:Q8RU59,0.07834362983703613,1
A0A1I9LQF0:Q0V7V2,0.0014143548905849457,1
Q9LYB9:Q9SYA9,0.1647467464208603,1
A0A1I9LTW1:Q9LNW3,0.004432351794093847,1
Q8H174:Q38822,0.7298989295959473,1
P49677:Q38829,0.7995486855506897,1
Q3E9D5:P11035,0.06906519830226898,1
Q9FFS3:A0A178VL61,0.07014879584312439,1
Q39262:O82277,0.09439053386449814,1
Q9LT89:P93830,0.006396667566150427,1
Q9LQT8:Q8S307,0.4060914218425751,1
Q9FMX2:O64647,0.5905558466911316,1
P43288:Q94AH6,0.28606006503105164,1
Q9ZW21:Q9FGM1,0.001463318127207458,1
Q9FM69:Q9C9D4,0.6409136652946472,1
Q9LST3:Q8H174,0.011072490364313126,1
